,Suburb,Housing_Type,Value,No_of_child_charity,No_of_adult_charity,No_of_bus_stop,No_of_train_station,School_Type,No_of_school
27704,thomastown,3 bedroom flats,385.0,11.0,13.0,0.0,2.0,Primary,5.0
27705,thomastown,3 bedroom flats,385.0,11.0,13.0,0.0,2.0,Secondary,1.0
27706,lalor,3 bedroom flats,385.0,7.0,9.0,0.0,1.0,Primary,4.0
27707,lalor,3 bedroom flats,385.0,7.0,9.0,0.0,1.0,Secondary,2.0
27708,thomastown,3 bedroom houses,380.0,11.0,13.0,0.0,2.0,Primary,5.0
27709,thomastown,3 bedroom houses,380.0,11.0,13.0,0.0,2.0,Secondary,1.0
27710,lalor,3 bedroom houses,380.0,7.0,9.0,0.0,1.0,Primary,4.0
27711,lalor,3 bedroom houses,380.0,7.0,9.0,0.0,1.0,Secondary,2.0
27712,thomastown,4 bedroom houses,431.0,11.0,13.0,0.0,2.0,Primary,5.0
27713,thomastown,4 bedroom houses,431.0,11.0,13.0,0.0,2.0,Secondary,1.0
27714,lalor,4 bedroom houses,431.0,7.0,9.0,0.0,1.0,Primary,4.0
27715,lalor,4 bedroom houses,431.0,7.0,9.0,0.0,1.0,Secondary,2.0
27716,thomastown,All properties,370.0,11.0,13.0,0.0,2.0,Primary,5.0
27717,thomastown,All properties,370.0,11.0,13.0,0.0,2.0,Secondary,1.0
27718,lalor,All properties,370.0,7.0,9.0,0.0,1.0,Primary,4.0
27719,lalor,All properties,370.0,7.0,9.0,0.0,1.0,Secondary,2.0
27930,thornbury,1 bedroom flats,290.0,19.0,26.0,0.0,1.0,Pri/Sec,2.0
27931,thornbury,1 bedroom flats,290.0,19.0,26.0,0.0,1.0,Primary,4.0
27932,thornbury,1 bedroom flats,290.0,19.0,26.0,0.0,1.0,Secondary,1.0
27933,thornbury,2 bedroom flats,400.0,19.0,26.0,0.0,1.0,Pri/Sec,2.0
27934,thornbury,2 bedroom flats,400.0,19.0,26.0,0.0,1.0,Primary,4.0
27935,thornbury,2 bedroom flats,400.0,19.0,26.0,0.0,1.0,Secondary,1.0
27936,thornbury,2 bedroom houses,550.0,19.0,26.0,0.0,1.0,Pri/Sec,2.0
27937,thornbury,2 bedroom houses,550.0,19.0,26.0,0.0,1.0,Primary,4.0
27938,thornbury,2 bedroom houses,550.0,19.0,26.0,0.0,1.0,Secondary,1.0
27939,thornbury,3 bedroom flats,600.0,19.0,26.0,0.0,1.0,Pri/Sec,2.0
27940,thornbury,3 bedroom flats,600.0,19.0,26.0,0.0,1.0,Primary,4.0
27941,thornbury,3 bedroom flats,600.0,19.0,26.0,0.0,1.0,Secondary,1.0
27942,thornbury,3 bedroom houses,655.0,19.0,26.0,0.0,1.0,Pri/Sec,2.0
27943,thornbury,3 bedroom houses,655.0,19.0,26.0,0.0,1.0,Primary,4.0
27944,thornbury,3 bedroom houses,655.0,19.0,26.0,0.0,1.0,Secondary,1.0
27945,thornbury,4 bedroom houses,825.0,19.0,26.0,0.0,1.0,Pri/Sec,2.0
27946,thornbury,4 bedroom houses,825.0,19.0,26.0,0.0,1.0,Primary,4.0
27947,thornbury,4 bedroom houses,825.0,19.0,26.0,0.0,1.0,Secondary,1.0
27948,thornbury,All properties,400.0,19.0,26.0,0.0,1.0,Pri/Sec,2.0
27949,thornbury,All properties,400.0,19.0,26.0,0.0,1.0,Primary,4.0
27950,thornbury,All properties,400.0,19.0,26.0,0.0,1.0,Secondary,1.0
28091,toorak,1 bedroom flats,315.0,19.0,23.0,0.0,1.0,Pri/Sec,3.0
28092,toorak,1 bedroom flats,315.0,19.0,23.0,0.0,1.0,Primary,1.0
28093,toorak,2 bedroom flats,495.0,19.0,23.0,0.0,1.0,Pri/Sec,3.0
28094,toorak,2 bedroom flats,495.0,19.0,23.0,0.0,1.0,Primary,1.0
28095,toorak,2 bedroom houses,590.0,19.0,23.0,0.0,1.0,Pri/Sec,3.0
28096,toorak,2 bedroom houses,590.0,19.0,23.0,0.0,1.0,Primary,1.0
28097,toorak,3 bedroom flats,700.0,19.0,23.0,0.0,1.0,Pri/Sec,3.0
28098,toorak,3 bedroom flats,700.0,19.0,23.0,0.0,1.0,Primary,1.0
28099,toorak,3 bedroom houses,1025.0,19.0,23.0,0.0,1.0,Pri/Sec,3.0
28100,toorak,3 bedroom houses,1025.0,19.0,23.0,0.0,1.0,Primary,1.0
28101,toorak,4 bedroom houses,1400.0,19.0,23.0,0.0,1.0,Pri/Sec,3.0
28102,toorak,4 bedroom houses,1400.0,19.0,23.0,0.0,1.0,Primary,1.0
28103,toorak,All properties,500.0,19.0,23.0,0.0,1.0,Pri/Sec,3.0
28104,toorak,All properties,500.0,19.0,23.0,0.0,1.0,Primary,1.0
28245,torquay,1 bedroom flats,315.0,6.0,8.0,60.0,0.0,Primary,3.0
28246,torquay,1 bedroom flats,315.0,6.0,8.0,60.0,0.0,Secondary,1.0
28247,torquay,2 bedroom flats,450.0,6.0,8.0,60.0,0.0,Primary,3.0
28248,torquay,2 bedroom flats,450.0,6.0,8.0,60.0,0.0,Secondary,1.0
28249,torquay,2 bedroom houses,500.0,6.0,8.0,60.0,0.0,Primary,3.0
28250,torquay,2 bedroom houses,500.0,6.0,8.0,60.0,0.0,Secondary,1.0
28251,torquay,3 bedroom flats,555.0,6.0,8.0,60.0,0.0,Primary,3.0
28252,torquay,3 bedroom flats,555.0,6.0,8.0,60.0,0.0,Secondary,1.0
28253,torquay,3 bedroom houses,580.0,6.0,8.0,60.0,0.0,Primary,3.0
28254,torquay,3 bedroom houses,580.0,6.0,8.0,60.0,0.0,Secondary,1.0
28255,torquay,4 bedroom houses,650.0,6.0,8.0,60.0,0.0,Primary,3.0
28256,torquay,4 bedroom houses,650.0,6.0,8.0,60.0,0.0,Secondary,1.0
28257,torquay,All properties,600.0,6.0,8.0,60.0,0.0,Primary,3.0
28258,torquay,All properties,600.0,6.0,8.0,60.0,0.0,Secondary,1.0
28399,traralgon,1 bedroom flats,245.0,16.0,27.0,141.0,0.0,Primary,5.0
28400,traralgon,1 bedroom flats,245.0,16.0,27.0,141.0,0.0,Secondary,2.0
28401,traralgon,2 bedroom flats,300.0,16.0,27.0,141.0,0.0,Primary,5.0
28402,traralgon,2 bedroom flats,300.0,16.0,27.0,141.0,0.0,Secondary,2.0
28403,traralgon,2 bedroom houses,340.0,16.0,27.0,141.0,0.0,Primary,5.0
28404,traralgon,2 bedroom houses,340.0,16.0,27.0,141.0,0.0,Secondary,2.0
28405,traralgon,3 bedroom flats,380.0,16.0,27.0,141.0,0.0,Primary,5.0
28406,traralgon,3 bedroom flats,380.0,16.0,27.0,141.0,0.0,Secondary,2.0
28407,traralgon,3 bedroom houses,380.0,16.0,27.0,141.0,0.0,Primary,5.0
28408,traralgon,3 bedroom houses,380.0,16.0,27.0,141.0,0.0,Secondary,2.0
28409,traralgon,4 bedroom houses,460.0,16.0,27.0,141.0,0.0,Primary,5.0
28410,traralgon,4 bedroom houses,460.0,16.0,27.0,141.0,0.0,Secondary,2.0
28411,traralgon,All properties,380.0,16.0,27.0,141.0,0.0,Primary,5.0
28412,traralgon,All properties,380.0,16.0,27.0,141.0,0.0,Secondary,2.0
28763,vermont,1 bedroom flats,350.0,2.0,4.0,0.0,0.0,Primary,3.0
28764,vermont,1 bedroom flats,350.0,2.0,4.0,0.0,0.0,Secondary,1.0
28765,forest hill,1 bedroom flats,350.0,4.0,10.0,0.0,0.0,Primary,1.0
28766,burwood east,1 bedroom flats,350.0,7.0,7.0,0.0,0.0,Primary,2.0
28767,burwood east,1 bedroom flats,350.0,7.0,7.0,0.0,0.0,Secondary,1.0
28768,vermont,2 bedroom flats,400.0,2.0,4.0,0.0,0.0,Primary,3.0
28769,vermont,2 bedroom flats,400.0,2.0,4.0,0.0,0.0,Secondary,1.0
28770,forest hill,2 bedroom flats,400.0,4.0,10.0,0.0,0.0,Primary,1.0
28771,burwood east,2 bedroom flats,400.0,7.0,7.0,0.0,0.0,Primary,2.0
28772,burwood east,2 bedroom flats,400.0,7.0,7.0,0.0,0.0,Secondary,1.0
28773,vermont,2 bedroom houses,395.0,2.0,4.0,0.0,0.0,Primary,3.0
28774,vermont,2 bedroom houses,395.0,2.0,4.0,0.0,0.0,Secondary,1.0
28775,forest hill,2 bedroom houses,395.0,4.0,10.0,0.0,0.0,Primary,1.0
28776,burwood east,2 bedroom houses,395.0,7.0,7.0,0.0,0.0,Primary,2.0
28777,burwood east,2 bedroom houses,395.0,7.0,7.0,0.0,0.0,Secondary,1.0
28778,vermont,3 bedroom flats,488.0,2.0,4.0,0.0,0.0,Primary,3.0
28779,vermont,3 bedroom flats,488.0,2.0,4.0,0.0,0.0,Secondary,1.0
28780,forest hill,3 bedroom flats,488.0,4.0,10.0,0.0,0.0,Primary,1.0
28781,burwood east,3 bedroom flats,488.0,7.0,7.0,0.0,0.0,Primary,2.0
28782,burwood east,3 bedroom flats,488.0,7.0,7.0,0.0,0.0,Secondary,1.0
28783,vermont,3 bedroom houses,460.0,2.0,4.0,0.0,0.0,Primary,3.0
28784,vermont,3 bedroom houses,460.0,2.0,4.0,0.0,0.0,Secondary,1.0
28785,forest hill,3 bedroom houses,460.0,4.0,10.0,0.0,0.0,Primary,1.0
28786,burwood east,3 bedroom houses,460.0,7.0,7.0,0.0,0.0,Primary,2.0
28787,burwood east,3 bedroom houses,460.0,7.0,7.0,0.0,0.0,Secondary,1.0
28788,vermont,4 bedroom houses,560.0,2.0,4.0,0.0,0.0,Primary,3.0
28789,vermont,4 bedroom houses,560.0,2.0,4.0,0.0,0.0,Secondary,1.0
28790,forest hill,4 bedroom houses,560.0,4.0,10.0,0.0,0.0,Primary,1.0
28791,burwood east,4 bedroom houses,560.0,7.0,7.0,0.0,0.0,Primary,2.0
28792,burwood east,4 bedroom houses,560.0,7.0,7.0,0.0,0.0,Secondary,1.0
28793,vermont,All properties,475.0,2.0,4.0,0.0,0.0,Primary,3.0
28794,vermont,All properties,475.0,2.0,4.0,0.0,0.0,Secondary,1.0
28795,forest hill,All properties,475.0,4.0,10.0,0.0,0.0,Primary,1.0
28796,burwood east,All properties,475.0,7.0,7.0,0.0,0.0,Primary,2.0
28797,burwood east,All properties,475.0,7.0,7.0,0.0,0.0,Secondary,1.0
28868,wanagaratta,1 bedroom flats,220.0,0.0,0.0,0.0,0.0,0,0.0
28869,wanagaratta,2 bedroom flats,290.0,0.0,0.0,0.0,0.0,0,0.0
28870,wanagaratta,2 bedroom houses,340.0,0.0,0.0,0.0,0.0,0,0.0
28871,wanagaratta,3 bedroom flats,385.0,0.0,0.0,0.0,0.0,0,0.0
28872,wanagaratta,3 bedroom houses,390.0,0.0,0.0,0.0,0.0,0,0.0
28873,wanagaratta,4 bedroom houses,470.0,0.0,0.0,0.0,0.0,0,0.0
28874,wanagaratta,All properties,380.0,0.0,0.0,0.0,0.0,0,0.0
29155,wantirna,1 bedroom flats,350.0,12.0,18.0,0.0,0.0,Primary,4.0
29156,wantirna,1 bedroom flats,350.0,12.0,18.0,0.0,0.0,Secondary,1.0
29157,scoresby,1 bedroom flats,350.0,10.0,11.0,0.0,0.0,Primary,2.0
29158,scoresby,1 bedroom flats,350.0,10.0,11.0,0.0,0.0,Secondary,1.0
29159,wantirna,2 bedroom flats,410.0,12.0,18.0,0.0,0.0,Primary,4.0
29160,wantirna,2 bedroom flats,410.0,12.0,18.0,0.0,0.0,Secondary,1.0
29161,scoresby,2 bedroom flats,410.0,10.0,11.0,0.0,0.0,Primary,2.0
29162,scoresby,2 bedroom flats,410.0,10.0,11.0,0.0,0.0,Secondary,1.0
29163,wantirna,2 bedroom houses,420.0,12.0,18.0,0.0,0.0,Primary,4.0
29164,wantirna,2 bedroom houses,420.0,12.0,18.0,0.0,0.0,Secondary,1.0
29165,scoresby,2 bedroom houses,420.0,10.0,11.0,0.0,0.0,Primary,2.0
29166,scoresby,2 bedroom houses,420.0,10.0,11.0,0.0,0.0,Secondary,1.0
29167,wantirna,3 bedroom flats,460.0,12.0,18.0,0.0,0.0,Primary,4.0
29168,wantirna,3 bedroom flats,460.0,12.0,18.0,0.0,0.0,Secondary,1.0
29169,scoresby,3 bedroom flats,460.0,10.0,11.0,0.0,0.0,Primary,2.0
29170,scoresby,3 bedroom flats,460.0,10.0,11.0,0.0,0.0,Secondary,1.0
29171,wantirna,3 bedroom houses,450.0,12.0,18.0,0.0,0.0,Primary,4.0
29172,wantirna,3 bedroom houses,450.0,12.0,18.0,0.0,0.0,Secondary,1.0
29173,scoresby,3 bedroom houses,450.0,10.0,11.0,0.0,0.0,Primary,2.0
29174,scoresby,3 bedroom houses,450.0,10.0,11.0,0.0,0.0,Secondary,1.0
29175,wantirna,4 bedroom houses,550.0,12.0,18.0,0.0,0.0,Primary,4.0
29176,wantirna,4 bedroom houses,550.0,12.0,18.0,0.0,0.0,Secondary,1.0
29177,scoresby,4 bedroom houses,550.0,10.0,11.0,0.0,0.0,Primary,2.0
29178,scoresby,4 bedroom houses,550.0,10.0,11.0,0.0,0.0,Secondary,1.0
29179,wantirna,All properties,460.0,12.0,18.0,0.0,0.0,Primary,4.0
29180,wantirna,All properties,460.0,12.0,18.0,0.0,0.0,Secondary,1.0
29181,scoresby,All properties,460.0,10.0,11.0,0.0,0.0,Primary,2.0
29182,scoresby,All properties,460.0,10.0,11.0,0.0,0.0,Secondary,1.0
29393,warragul,1 bedroom flats,0.0,16.0,20.0,88.0,0.0,Pri/Sec,1.0
29394,warragul,1 bedroom flats,0.0,16.0,20.0,88.0,0.0,Primary,4.0
29395,warragul,1 bedroom flats,0.0,16.0,20.0,88.0,0.0,Secondary,2.0
29396,warragul,2 bedroom flats,320.0,16.0,20.0,88.0,0.0,Pri/Sec,1.0
29397,warragul,2 bedroom flats,320.0,16.0,20.0,88.0,0.0,Primary,4.0
29398,warragul,2 bedroom flats,320.0,16.0,20.0,88.0,0.0,Secondary,2.0
29399,warragul,2 bedroom houses,340.0,16.0,20.0,88.0,0.0,Pri/Sec,1.0
29400,warragul,2 bedroom houses,340.0,16.0,20.0,88.0,0.0,Primary,4.0
29401,warragul,2 bedroom houses,340.0,16.0,20.0,88.0,0.0,Secondary,2.0
29402,warragul,3 bedroom flats,360.0,16.0,20.0,88.0,0.0,Pri/Sec,1.0
29403,warragul,3 bedroom flats,360.0,16.0,20.0,88.0,0.0,Primary,4.0
29404,warragul,3 bedroom flats,360.0,16.0,20.0,88.0,0.0,Secondary,2.0
29405,warragul,3 bedroom houses,390.0,16.0,20.0,88.0,0.0,Pri/Sec,1.0
29406,warragul,3 bedroom houses,390.0,16.0,20.0,88.0,0.0,Primary,4.0
29407,warragul,3 bedroom houses,390.0,16.0,20.0,88.0,0.0,Secondary,2.0
29408,warragul,4 bedroom houses,450.0,16.0,20.0,88.0,0.0,Pri/Sec,1.0
29409,warragul,4 bedroom houses,450.0,16.0,20.0,88.0,0.0,Primary,4.0
29410,warragul,4 bedroom houses,450.0,16.0,20.0,88.0,0.0,Secondary,2.0
29411,warragul,All properties,400.0,16.0,20.0,88.0,0.0,Pri/Sec,1.0
29412,warragul,All properties,400.0,16.0,20.0,88.0,0.0,Primary,4.0
29413,warragul,All properties,400.0,16.0,20.0,88.0,0.0,Secondary,2.0
29624,warrnambool,1 bedroom flats,240.0,44.0,62.0,164.0,0.0,Pri/Sec,1.0
29625,warrnambool,1 bedroom flats,240.0,44.0,62.0,164.0,0.0,Primary,5.0
29626,warrnambool,1 bedroom flats,240.0,44.0,62.0,164.0,0.0,Secondary,3.0
29627,warrnambool,2 bedroom flats,320.0,44.0,62.0,164.0,0.0,Pri/Sec,1.0
29628,warrnambool,2 bedroom flats,320.0,44.0,62.0,164.0,0.0,Primary,5.0
29629,warrnambool,2 bedroom flats,320.0,44.0,62.0,164.0,0.0,Secondary,3.0
29630,warrnambool,2 bedroom houses,380.0,44.0,62.0,164.0,0.0,Pri/Sec,1.0
29631,warrnambool,2 bedroom houses,380.0,44.0,62.0,164.0,0.0,Primary,5.0
29632,warrnambool,2 bedroom houses,380.0,44.0,62.0,164.0,0.0,Secondary,3.0
29633,warrnambool,3 bedroom flats,430.0,44.0,62.0,164.0,0.0,Pri/Sec,1.0
29634,warrnambool,3 bedroom flats,430.0,44.0,62.0,164.0,0.0,Primary,5.0
29635,warrnambool,3 bedroom flats,430.0,44.0,62.0,164.0,0.0,Secondary,3.0
29636,warrnambool,3 bedroom houses,438.0,44.0,62.0,164.0,0.0,Pri/Sec,1.0
29637,warrnambool,3 bedroom houses,438.0,44.0,62.0,164.0,0.0,Primary,5.0
29638,warrnambool,3 bedroom houses,438.0,44.0,62.0,164.0,0.0,Secondary,3.0
29639,warrnambool,4 bedroom houses,500.0,44.0,62.0,164.0,0.0,Pri/Sec,1.0
29640,warrnambool,4 bedroom houses,500.0,44.0,62.0,164.0,0.0,Primary,5.0
29641,warrnambool,4 bedroom houses,500.0,44.0,62.0,164.0,0.0,Secondary,3.0
29642,warrnambool,All properties,400.0,44.0,62.0,164.0,0.0,Pri/Sec,1.0
29643,warrnambool,All properties,400.0,44.0,62.0,164.0,0.0,Primary,5.0
29644,warrnambool,All properties,400.0,44.0,62.0,164.0,0.0,Secondary,3.0
29925,wendouree,1 bedroom flats,210.0,11.0,12.0,89.0,0.0,Pri/Sec,2.0
29926,wendouree,1 bedroom flats,210.0,11.0,12.0,89.0,0.0,Primary,3.0
29927,wendouree,1 bedroom flats,210.0,11.0,12.0,89.0,0.0,Secondary,1.0
29928,alfredton,1 bedroom flats,210.0,4.0,6.0,44.0,0.0,Primary,2.0
29929,wendouree,2 bedroom flats,300.0,11.0,12.0,89.0,0.0,Pri/Sec,2.0
29930,wendouree,2 bedroom flats,300.0,11.0,12.0,89.0,0.0,Primary,3.0
29931,wendouree,2 bedroom flats,300.0,11.0,12.0,89.0,0.0,Secondary,1.0
29932,alfredton,2 bedroom flats,300.0,4.0,6.0,44.0,0.0,Primary,2.0
29933,wendouree,2 bedroom houses,320.0,11.0,12.0,89.0,0.0,Pri/Sec,2.0
29934,wendouree,2 bedroom houses,320.0,11.0,12.0,89.0,0.0,Primary,3.0
29935,wendouree,2 bedroom houses,320.0,11.0,12.0,89.0,0.0,Secondary,1.0
29936,alfredton,2 bedroom houses,320.0,4.0,6.0,44.0,0.0,Primary,2.0
29937,wendouree,3 bedroom flats,370.0,11.0,12.0,89.0,0.0,Pri/Sec,2.0
29938,wendouree,3 bedroom flats,370.0,11.0,12.0,89.0,0.0,Primary,3.0
29939,wendouree,3 bedroom flats,370.0,11.0,12.0,89.0,0.0,Secondary,1.0
29940,alfredton,3 bedroom flats,370.0,4.0,6.0,44.0,0.0,Primary,2.0
29941,wendouree,3 bedroom houses,370.0,11.0,12.0,89.0,0.0,Pri/Sec,2.0
29942,wendouree,3 bedroom houses,370.0,11.0,12.0,89.0,0.0,Primary,3.0
29943,wendouree,3 bedroom houses,370.0,11.0,12.0,89.0,0.0,Secondary,1.0
29944,alfredton,3 bedroom houses,370.0,4.0,6.0,44.0,0.0,Primary,2.0
29945,wendouree,4 bedroom houses,440.0,11.0,12.0,89.0,0.0,Pri/Sec,2.0
29946,wendouree,4 bedroom houses,440.0,11.0,12.0,89.0,0.0,Primary,3.0
29947,wendouree,4 bedroom houses,440.0,11.0,12.0,89.0,0.0,Secondary,1.0
29948,alfredton,4 bedroom houses,440.0,4.0,6.0,44.0,0.0,Primary,2.0
29949,wendouree,All properties,385.0,11.0,12.0,89.0,0.0,Pri/Sec,2.0
29950,wendouree,All properties,385.0,11.0,12.0,89.0,0.0,Primary,3.0
29951,wendouree,All properties,385.0,11.0,12.0,89.0,0.0,Secondary,1.0
29952,alfredton,All properties,385.0,4.0,6.0,44.0,0.0,Primary,2.0
30373,werribee,1 bedroom flats,290.0,22.0,37.0,0.0,1.0,Pri/Sec,1.0
30374,werribee,1 bedroom flats,290.0,22.0,37.0,0.0,1.0,Primary,9.0
30375,werribee,1 bedroom flats,290.0,22.0,37.0,0.0,1.0,Secondary,4.0
30376,hoppers crossing,1 bedroom flats,290.0,16.0,24.0,0.0,1.0,Pri/Sec,2.0
30377,hoppers crossing,1 bedroom flats,290.0,16.0,24.0,0.0,1.0,Primary,5.0
30378,hoppers crossing,1 bedroom flats,290.0,16.0,24.0,0.0,1.0,Secondary,1.0
30379,werribee,2 bedroom flats,310.0,22.0,37.0,0.0,1.0,Pri/Sec,1.0
30380,werribee,2 bedroom flats,310.0,22.0,37.0,0.0,1.0,Primary,9.0
30381,werribee,2 bedroom flats,310.0,22.0,37.0,0.0,1.0,Secondary,4.0
30382,hoppers crossing,2 bedroom flats,310.0,16.0,24.0,0.0,1.0,Pri/Sec,2.0
30383,hoppers crossing,2 bedroom flats,310.0,16.0,24.0,0.0,1.0,Primary,5.0
30384,hoppers crossing,2 bedroom flats,310.0,16.0,24.0,0.0,1.0,Secondary,1.0
30385,werribee,2 bedroom houses,325.0,22.0,37.0,0.0,1.0,Pri/Sec,1.0
30386,werribee,2 bedroom houses,325.0,22.0,37.0,0.0,1.0,Primary,9.0
30387,werribee,2 bedroom houses,325.0,22.0,37.0,0.0,1.0,Secondary,4.0
30388,hoppers crossing,2 bedroom houses,325.0,16.0,24.0,0.0,1.0,Pri/Sec,2.0
30389,hoppers crossing,2 bedroom houses,325.0,16.0,24.0,0.0,1.0,Primary,5.0
30390,hoppers crossing,2 bedroom houses,325.0,16.0,24.0,0.0,1.0,Secondary,1.0
30391,werribee,3 bedroom flats,350.0,22.0,37.0,0.0,1.0,Pri/Sec,1.0
30392,werribee,3 bedroom flats,350.0,22.0,37.0,0.0,1.0,Primary,9.0
30393,werribee,3 bedroom flats,350.0,22.0,37.0,0.0,1.0,Secondary,4.0
30394,hoppers crossing,3 bedroom flats,350.0,16.0,24.0,0.0,1.0,Pri/Sec,2.0
30395,hoppers crossing,3 bedroom flats,350.0,16.0,24.0,0.0,1.0,Primary,5.0
30396,hoppers crossing,3 bedroom flats,350.0,16.0,24.0,0.0,1.0,Secondary,1.0
30397,werribee,3 bedroom houses,350.0,22.0,37.0,0.0,1.0,Pri/Sec,1.0
30398,werribee,3 bedroom houses,350.0,22.0,37.0,0.0,1.0,Primary,9.0
30399,werribee,3 bedroom houses,350.0,22.0,37.0,0.0,1.0,Secondary,4.0
30400,hoppers crossing,3 bedroom houses,350.0,16.0,24.0,0.0,1.0,Pri/Sec,2.0
30401,hoppers crossing,3 bedroom houses,350.0,16.0,24.0,0.0,1.0,Primary,5.0
30402,hoppers crossing,3 bedroom houses,350.0,16.0,24.0,0.0,1.0,Secondary,1.0
30403,werribee,4 bedroom houses,400.0,22.0,37.0,0.0,1.0,Pri/Sec,1.0
30404,werribee,4 bedroom houses,400.0,22.0,37.0,0.0,1.0,Primary,9.0
30405,werribee,4 bedroom houses,400.0,22.0,37.0,0.0,1.0,Secondary,4.0
30406,hoppers crossing,4 bedroom houses,400.0,16.0,24.0,0.0,1.0,Pri/Sec,2.0
30407,hoppers crossing,4 bedroom houses,400.0,16.0,24.0,0.0,1.0,Primary,5.0
30408,hoppers crossing,4 bedroom houses,400.0,16.0,24.0,0.0,1.0,Secondary,1.0
30409,werribee,All properties,370.0,22.0,37.0,0.0,1.0,Pri/Sec,1.0
30410,werribee,All properties,370.0,22.0,37.0,0.0,1.0,Primary,9.0
30411,werribee,All properties,370.0,22.0,37.0,0.0,1.0,Secondary,4.0
30412,hoppers crossing,All properties,370.0,16.0,24.0,0.0,1.0,Pri/Sec,2.0
30413,hoppers crossing,All properties,370.0,16.0,24.0,0.0,1.0,Primary,5.0
30414,hoppers crossing,All properties,370.0,16.0,24.0,0.0,1.0,Secondary,1.0
30485,west brunswick,1 bedroom flats,290.0,0.0,0.0,0.0,0.0,0,0.0
30486,west brunswick,2 bedroom flats,370.0,0.0,0.0,0.0,0.0,0,0.0
30487,west brunswick,2 bedroom houses,500.0,0.0,0.0,0.0,0.0,0,0.0
30488,west brunswick,3 bedroom flats,550.0,0.0,0.0,0.0,0.0,0,0.0
30489,west brunswick,3 bedroom houses,595.0,0.0,0.0,0.0,0.0,0,0.0
30490,west brunswick,4 bedroom houses,780.0,0.0,0.0,0.0,0.0,0,0.0
30491,west brunswick,All properties,360.0,0.0,0.0,0.0,0.0,0,0.0
30562,west footscray,1 bedroom flats,250.0,2.0,7.0,0.0,2.0,Primary,1.0
30563,west footscray,2 bedroom flats,350.0,2.0,7.0,0.0,2.0,Primary,1.0
30564,west footscray,2 bedroom houses,400.0,2.0,7.0,0.0,2.0,Primary,1.0
30565,west footscray,3 bedroom flats,460.0,2.0,7.0,0.0,2.0,Primary,1.0
30566,west footscray,3 bedroom houses,450.0,2.0,7.0,0.0,2.0,Primary,1.0
30567,west footscray,4 bedroom houses,575.0,2.0,7.0,0.0,2.0,Primary,1.0
30568,west footscray,All properties,400.0,2.0,7.0,0.0,2.0,Primary,1.0
30709,whittlesea,1 bedroom flats,290.0,8.0,10.0,0.0,0.0,Primary,2.0
30710,whittlesea,1 bedroom flats,290.0,8.0,10.0,0.0,0.0,Secondary,1.0
30711,whittlesea,2 bedroom flats,330.0,8.0,10.0,0.0,0.0,Primary,2.0
30712,whittlesea,2 bedroom flats,330.0,8.0,10.0,0.0,0.0,Secondary,1.0
30713,whittlesea,2 bedroom houses,350.0,8.0,10.0,0.0,0.0,Primary,2.0
30714,whittlesea,2 bedroom houses,350.0,8.0,10.0,0.0,0.0,Secondary,1.0
30715,whittlesea,3 bedroom flats,385.0,8.0,10.0,0.0,0.0,Primary,2.0
30716,whittlesea,3 bedroom flats,385.0,8.0,10.0,0.0,0.0,Secondary,1.0
30717,whittlesea,3 bedroom houses,400.0,8.0,10.0,0.0,0.0,Primary,2.0
30718,whittlesea,3 bedroom houses,400.0,8.0,10.0,0.0,0.0,Secondary,1.0
30719,whittlesea,4 bedroom houses,440.0,8.0,10.0,0.0,0.0,Primary,2.0
30720,whittlesea,4 bedroom houses,440.0,8.0,10.0,0.0,0.0,Secondary,1.0
30721,whittlesea,All properties,410.0,8.0,10.0,0.0,0.0,Primary,2.0
30722,whittlesea,All properties,410.0,8.0,10.0,0.0,0.0,Secondary,1.0
30933,williamstown,1 bedroom flats,347.0,12.0,12.0,0.0,3.0,Pri/Sec,1.0
30934,williamstown,1 bedroom flats,347.0,12.0,12.0,0.0,3.0,Primary,4.0
30935,williamstown,1 bedroom flats,347.0,12.0,12.0,0.0,3.0,Secondary,1.0
